Fiscal Year,Service,Department,Program,Fund,Fund Type,Expense Type,Description,Approved Amount
2018,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,0
2018,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Labor,0
2018,Livable & Inclusive Communities,Office of Housing,Weatherization,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,0
2019,Livable & Inclusive Communities,Office of Housing,Asset Management,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,0
2019,Livable & Inclusive Communities,Office of Housing,Home Ownership,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2019,Livable & Inclusive Communities,Office of Housing,Home Ownership,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,0
2019,Livable & Inclusive Communities,Office of Housing,Home Repair,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,0
2019,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2019,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,0
2019,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Labor,0
2019,Livable & Inclusive Communities,Office of Housing,Weatherization,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2019,Livable & Inclusive Communities,Office of Housing,Weatherization,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,0
2020,Livable & Inclusive Communities,Office of Housing,Asset Management,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2020,Livable & Inclusive Communities,Office of Housing,Asset Management,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,"10,897,814"
2020,Livable & Inclusive Communities,Office of Housing,Home Ownership,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2020,Livable & Inclusive Communities,Office of Housing,Home Ownership,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,"12,380,057"
2020,Livable & Inclusive Communities,Office of Housing,Home Repair,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2020,Livable & Inclusive Communities,Office of Housing,Home Repair,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,"880,000"
2020,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2020,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,"57,746,505"
2020,Livable & Inclusive Communities,Office of Housing,Weatherization,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2020,Livable & Inclusive Communities,Office of Housing,Weatherization,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,"4,630,966"
2021,Livable & Inclusive Communities,Office of Housing,Asset Management,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Asset Management,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,0
2021,Livable & Inclusive Communities,Office of Housing,Home Ownership,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Home Ownership,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,"553,970"
2021,Livable & Inclusive Communities,Office of Housing,Home Repair,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Home Repair,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,"880,000"
2021,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,"2,968,574"
2021,Livable & Inclusive Communities,Office of Housing,Weatherization,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2021,Livable & Inclusive Communities,Office of Housing,Weatherization,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,"4,630,966"
2022,Livable & Inclusive Communities,Office of Housing,Asset Management,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Asset Management,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,0
2022,Livable & Inclusive Communities,Office of Housing,Home Ownership,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Home Ownership,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,"553,970"
2022,Livable & Inclusive Communities,Office of Housing,Home Repair,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Home Repair,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,"880,000"
2022,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,"9,321,463"
2022,Livable & Inclusive Communities,Office of Housing,Weatherization,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Budget Carryforward,0
2022,Livable & Inclusive Communities,Office of Housing,Weatherization,16440 - Housing Program Support Fund,Housing Program Support Fund,Expenditures,Non-Labor,"4,596,285"
2023,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"90,233.42"
2023,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"47,570.12"
2023,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"133,841.26"
2023,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"3,826.84"
2023,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"612,111.43"
2023,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"90,495.36"
2023,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"743,209.25"
2023,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"31,064.3"
2023,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,996.35
2023,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"2,312.87"
2023,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"160,918.63"
2023,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"591,970.46"
2023,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"5,634.51"
2023,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"150,891"
2023,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"1,164,184.43"
2023,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"122,984"
2023,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"100,804.19"
2023,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"43,365.91"
2023,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"3,168.42"
2023,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,344,534.02"
2023,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"211,003.52"
2023,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"30,300"
2023,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,0
2023,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"-3,242"
2023,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"34,666.64"
2023,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"100,000"
2023,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,0
2023,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"12,584.82"
2023,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"57,246.26"
2023,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,029.03"
2023,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"325,154.96"
2023,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"23,790.17"
2023,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"17,114"
2023,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"48,354.53"
2023,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"15,169.73"
2023,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"38,608.06"
2023,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,248.8"
2023,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"269,256.37"
2023,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"28,669.75"
2023,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"103,554.79"
2023,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"247,750.16"
2023,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"58,716.03"
2023,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"153,792.87"
2023,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"4,116.18"
2023,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"755,799.74"
2023,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"112,365.51"
2023,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"124,290.63"
2023,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,0
2023,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"77,934.6"
2023,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"41,088.53"
2023,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,488.64
2023,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,553,830.42"
2023,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"154,595.72"
2023,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"400,000"
2023,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"-748,484.88"
2023,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,-1.91
2023,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"299,565.29"
2023,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,0.03
2023,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"17,121.19"
2023,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"7,264.1"
2023,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"3,242"
2023,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"196,493.99"
2023,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"43,106"
2023,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"-5,000"
2023,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"84,903.91"
2023,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"251,599.94"
2023,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"6,267.73"
2023,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"813,857.82"
2023,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"162,494.56"
2023,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"20,000"
2024,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"90,233.42"
2024,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"47,570.12"
2024,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"143,191.65"
2024,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"3,826.84"
2024,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"612,111.43"
2024,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"87,635.2"
2024,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"820,649.2"
2024,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"31,035.67"
2024,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,996.17
2024,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"2,305.92"
2024,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"166,166.33"
2024,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"612,169.66"
2024,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"5,634.51"
2024,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"150,891"
2024,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"1,099,184.43"
2024,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"112,984"
2024,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"89,536.7"
2024,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,932.07"
2024,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"3,168.42"
2024,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,200,274.02"
2024,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"181,144.03"
2024,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"30,300"
2024,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,0
2024,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"-3,242"
2024,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"34,666.64"
2024,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"100,000"
2024,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,0
2024,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"12,584.82"
2024,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"61,245.59"
2024,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,029.03"
2024,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"325,154.96"
2024,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"23,038.26"
2024,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"17,114"
2024,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"48,354.53"
2024,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"15,169.73"
2024,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"41,305.28"
2024,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,248.8"
2024,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"269,256.37"
2024,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"27,763.63"
2024,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"103,554.79"
2024,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"247,750.16"
2024,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"58,716.03"
2024,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"164,537.12"
2024,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"4,116.18"
2024,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"755,799.74"
2024,Livable & Inclusive Communities,Office of Housing,Multifamily Lending,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"108,814.13"
2024,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"124,290.63"
2024,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,0
2024,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"77,934.6"
2024,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"43,967.94"
2024,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,488.64
2024,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,553,830.42"
2024,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"149,244.13"
2024,Livable & Inclusive Communities,Office of Housing,Policy & Planning,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"400,000"
2024,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"-748,484.88"
2024,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,-1.91
2024,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"320,493.45"
2024,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,0.03
2024,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"16,580.07"
2024,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"7,446.76"
2024,Livable & Inclusive Communities,Office of Housing,Pooled Benefits,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"3,242"
2024,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"196,493.99"
2024,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"43,106"
2024,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"-5,000"
2024,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"84,903.91"
2024,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"269,177.17"
2024,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"6,267.73"
2024,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"813,857.82"
2024,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"157,358.83"
2024,Livable & Inclusive Communities,Office of Housing,Weatherization,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"20,000"
2018,Livable & Inclusive Communities,Office of Housing,Asset Management,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"639,140"
2018,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"4,789"
2018,Livable & Inclusive Communities,Office of Housing,Citywide Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"670,859"
2018,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"1,009,179"
2018,Livable & Inclusive Communities,Office of Housing,Departmental Indirect Costs,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Non-Labor,"1,872,843"
2018,Livable & Inclusive Communities,Office of Housing,Home Ownership,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"225,936"
2018,Livable & Inclusive Communities,Office of Housing,Home Repair,16600 - Office of Housing Fund,Office of Housing Fund,Expenditures,Labor,"255,377"
